issue_id,report_id,report_url,report_date,coroner,area,issue_sentence,extract_error,similarity_group_id,group_label,group_description
iss_0013516,2019-0509,https://www.judiciary.uk/prevention-of-future-death-reports/christine-lee/,2019-07-15,R. Travers,Surrey,The Firearms Licensing Department failed to recommend the revocation of the shotgun certificate.,,-1,,
iss_0013517,2019-0509,https://www.judiciary.uk/prevention-of-future-death-reports/christine-lee/,2019-07-15,R. Travers,Surrey,The responsibility for medical disclosure rests entirely with the applicant without clear guidance on which conditions are relevant.,,-1,,
iss_0013518,2019-0509,https://www.judiciary.uk/prevention-of-future-death-reports/christine-lee/,2019-07-15,R. Travers,Surrey,Firearms Enquiry Officers lacked the necessary skills and training to reliably assess medical fitness for shotgun certificates.,,-1,,
iss_0013519,2019-0239,https://www.judiciary.uk/prevention-of-future-death-reports/rosa-king/,2019-07-12,N. Moss,Cambridgeshire and Peterborough,The safety system relied entirely on human reliability for a critical task.,,-1,,
iss_0013520,2019-0239,https://www.judiciary.uk/prevention-of-future-death-reports/rosa-king/,2019-07-12,N. Moss,Cambridgeshire and Peterborough,The zoo lacked a tiger-secure double gate system at the enclosure entrance.,,-1,,
iss_0013521,2019-0239,https://www.judiciary.uk/prevention-of-future-death-reports/rosa-king/,2019-07-12,N. Moss,Cambridgeshire and Peterborough,The zoo did not possess conventional firearms to manage escaped animals.,,-1,,
iss_0013522,2019-0239,https://www.judiciary.uk/prevention-of-future-death-reports/rosa-king/,2019-07-12,N. Moss,Cambridgeshire and Peterborough,Insufficient staff members are trained to use conventional firearms.,,-1,,
iss_0013523,2019-0239,https://www.judiciary.uk/prevention-of-future-death-reports/rosa-king/,2019-07-12,N. Moss,Cambridgeshire and Peterborough,The zoo has failed to complete the process of obtaining firearms-secure containers.,,-1,,
iss_0013524,2019-0239,https://www.judiciary.uk/prevention-of-future-death-reports/rosa-king/,2019-07-12,N. Moss,Cambridgeshire and Peterborough,National guidance may allow zoos to pass inspections without adequate firearms on site.,,-1,,
iss_0013525,2019-0329,https://www.judiciary.uk/prevention-of-future-death-reports/jonothan-jukes/,2019-07-12,E. Brown,Birmingham and Solihull,Psychiatric liaison practitioners in custody lack sufficient information regarding the circumstances of an arrest to inform clinical assessments.,,-1,,
iss_0013526,2019-0329,https://www.judiciary.uk/prevention-of-future-death-reports/jonothan-jukes/,2019-07-12,E. Brown,Birmingham and Solihull,A breakdown in communication between mental health services prevents clinicians from identifying when a patient is known to other teams.,,-1,,
iss_0013527,2019-0329,https://www.judiciary.uk/prevention-of-future-death-reports/jonothan-jukes/,2019-07-12,E. Brown,Birmingham and Solihull,There is no robust system to ensure psychiatrists visit patients detained in police custody.,,-1,,
iss_0013528,2019-0329,https://www.judiciary.uk/prevention-of-future-death-reports/jonothan-jukes/,2019-07-12,E. Brown,Birmingham and Solihull,The Home Treatment Team failed to make sufficient attempts to contact a high-risk patient whose location was unknown.,,-1,,
iss_0013529,2019-0238,https://www.judiciary.uk/prevention-of-future-death-reports/jason-imi/,2019-07-12,A. McCormick,Berkshire,There is no footpath on the A329 on the side of the road where the Royal Berkshire Hotel is located.,,-1,,
iss_0013530,2019-0238,https://www.judiciary.uk/prevention-of-future-death-reports/jason-imi/,2019-07-12,A. McCormick,Berkshire,There is no street lighting in the vicinity of the hotel entrance.,,-1,,
iss_0013531,2019-0238,https://www.judiciary.uk/prevention-of-future-death-reports/jason-imi/,2019-07-12,A. McCormick,Berkshire,Pedestrians crossing the A329 at night are not easily visible to motorists due to a lack of illumination.,,-1,,
iss_0013532,2019-0238,https://www.judiciary.uk/prevention-of-future-death-reports/jason-imi/,2019-07-12,A. McCormick,Berkshire,A tree canopy and a dip in the road surface adversely affect motorist visibility towards the hotel.,,-1,,
iss_0013533,2019-0238,https://www.judiciary.uk/prevention-of-future-death-reports/john-shackley/,2019-07-12,A. McCormick,Berkshire,There is no footpath on the A329 on the side of the road where the Royal Berkshire Hotel is located.,,-1,,
iss_0013534,2019-0238,https://www.judiciary.uk/prevention-of-future-death-reports/john-shackley/,2019-07-12,A. McCormick,Berkshire,There is no street lighting in the vicinity of the hotel entrance.,,-1,,
iss_0013535,2019-0238,https://www.judiciary.uk/prevention-of-future-death-reports/john-shackley/,2019-07-12,A. McCormick,Berkshire,Pedestrians crossing the A329 at night are not easily visible to motorists due to a lack of illumination.,,-1,,
iss_0013536,2019-0238,https://www.judiciary.uk/prevention-of-future-death-reports/john-shackley/,2019-07-12,A. McCormick,Berkshire,A tree canopy and a dip in the road surface adversely affect motorist visibility towards the hotel.,,-1,,
iss_0013537,2019-0237,https://www.judiciary.uk/prevention-of-future-death-reports/robert-rostron/,2019-07-11,R. Galloway,Manchester West,Agency nurses are used to lead shifts without prior experience on the specific unit.,,-1,,
iss_0013538,2019-0237,https://www.judiciary.uk/prevention-of-future-death-reports/robert-rostron/,2019-07-11,R. Galloway,Manchester West,Qualified nursing staff levels on specific units may be insufficient during agency nurse shifts.,,-1,,
iss_0013539,2019-0237,https://www.judiciary.uk/prevention-of-future-death-reports/robert-rostron/,2019-07-11,R. Galloway,Manchester West,There is an over-reliance on nursing qualifications and agency-provided training for suitability.,,-1,,
iss_0013540,2019-0237,https://www.judiciary.uk/prevention-of-future-death-reports/robert-rostron/,2019-07-11,R. Galloway,Manchester West,Inadequate formal induction and orientation processes for agency staff on the unit.,,-1,,
iss_0013541,2019-0237,https://www.judiciary.uk/prevention-of-future-death-reports/robert-rostron/,2019-07-11,R. Galloway,Manchester West,Agency nurses may lack access to essential patient nursing records and care plans.,,-1,,
iss_0013542,2019-0237,https://www.judiciary.uk/prevention-of-future-death-reports/robert-rostron/,2019-07-11,R. Galloway,Manchester West,Failure to follow policies requiring healthcare assistants to supervise insulin administration by agency nurses.,,-1,,
iss_0013543,2019-0236,https://www.judiciary.uk/prevention-of-future-death-reports/carl-sargeant/,2019-07-11,J. Gittins,North Wales (East and Central),High-profile individuals removed from government roles may lack appropriate support channels during periods of significant media interest.,,-1,,
iss_0013544,2019-0236,https://www.judiciary.uk/prevention-of-future-death-reports/carl-sargeant/,2019-07-11,J. Gittins,North Wales (East and Central),Support mechanisms for officials facing removal from office do not sufficiently account for existing mental health vulnerabilities.,,-1,,
iss_0013546,2019-0291,https://www.judiciary.uk/prevention-of-future-death-reports/allan-davies/,2019-07-09,J. Bennett,Birmingham and Solihull,The NHS Pathways Telephone Triage System fails to distinguish between different types of drugs and the associated risk of sudden collapse.,,-1,,
iss_0013547,2019-0291,https://www.judiciary.uk/prevention-of-future-death-reports/allan-davies/,2019-07-09,J. Bennett,Birmingham and Solihull,The generic triaging of overdose cases by NHS Pathways places patients at risk.,,-1,,
iss_0013548,2019-0291,https://www.judiciary.uk/prevention-of-future-death-reports/allan-davies/,2019-07-09,J. Bennett,Birmingham and Solihull,Not all NHS trusts using NHS Pathways are aware of the deficiencies in the current triaging system.,,-1,,
iss_0013549,2019-0233,https://www.judiciary.uk/prevention-of-future-death-reports/leroy-medford/,2019-07-09,H. Connor,Berkshire,Officers failed to comply with the requirement to observe detainees from within the cell as mandated by the drugs SOP.,,-1,,
iss_0013550,2019-0233,https://www.judiciary.uk/prevention-of-future-death-reports/leroy-medford/,2019-07-09,H. Connor,Berkshire,The system for disseminating and monitoring training within the police service is ineffective and unsafe.,,-1,,
iss_0013551,2019-0233,https://www.judiciary.uk/prevention-of-future-death-reports/leroy-medford/,2019-07-09,H. Connor,Berkshire,The current method of delivering training does not ensure that officers have effectively understood or taken up the training offered.,,-1,,
iss_0013552,2019-0233,https://www.judiciary.uk/prevention-of-future-death-reports/leroy-medford/,2019-07-09,H. Connor,Berkshire,Police officers may not be provided with sufficient protected time to complete required training.,,-1,,
iss_0013553,2019-0233,https://www.judiciary.uk/prevention-of-future-death-reports/leroy-medford/,2019-07-09,H. Connor,Berkshire,There is a lack of assurance regarding whether officers are encouraged to consult SOPs and guidance they do not use regularly.,,-1,,
iss_0013554,2019-0233,https://www.judiciary.uk/prevention-of-future-death-reports/leroy-medford/,2019-07-09,H. Connor,Berkshire,There are concerns regarding the ease of digital access to and the efficient updating of online procedures and guidance.,,-1,,
iss_0013555,2019-0231,https://www.judiciary.uk/prevention-of-future-death-reports/keith-battman/,2019-07-05,K. Harrold,East Sussex,The number of black and white chevrons outside Seaford College is insufficient to alert drivers to the sharp bend.,,-1,,
iss_0013556,2019-0231,https://www.judiciary.uk/prevention-of-future-death-reports/keith-battman/,2019-07-05,K. Harrold,East Sussex,The speed limit sign does not provide sufficient warning to approaching drivers.,,-1,,
iss_0013557,2019-0231,https://www.judiciary.uk/prevention-of-future-death-reports/keith-battman/,2019-07-05,K. Harrold,East Sussex,The 'Slow' markings on the road surface are faded and lack sufficient prominence.,,-1,,
iss_0013558,2019-0232,https://www.judiciary.uk/prevention-of-future-death-reports/alexander-boamah/,2019-07-05,R. Brittain,London Inner North,There is no process for clinicians to report risks regarding large sums of money to the Department for Work and Pensions.,,-1,,
iss_0013559,2019-0232,https://www.judiciary.uk/prevention-of-future-death-reports/alexander-boamah/,2019-07-05,R. Brittain,London Inner North,Individuals lacking capacity to manage finances may receive funds that increase their risk of accessing illicit substances.,,-1,,
iss_0013560,2019-0232,https://www.judiciary.uk/prevention-of-future-death-reports/alexander-boamah/,2019-07-05,R. Brittain,London Inner North,The receipt of large sums of money may place vulnerable individuals at risk through unrestrained access to drugs.,,-1,,
iss_0013561,2019-0234,https://www.judiciary.uk/prevention-of-future-death-reports/miriam-tighe/,2019-07-04,R. Galloway,Manchester South,Promazine was administered despite specific instructions from a psychiatrist to cease the medication.,,-1,,
iss_0013562,2019-0234,https://www.judiciary.uk/prevention-of-future-death-reports/miriam-tighe/,2019-07-04,R. Galloway,Manchester South,The resident was subject to regular over-sedation leading to increased immobility and deconditioning.,,-1,,
iss_0013563,2019-0234,https://www.judiciary.uk/prevention-of-future-death-reports/miriam-tighe/,2019-07-04,R. Galloway,Manchester South,Staff promoted a sedentary lifestyle and limited stimulation under the instruction of the home manager.,,-1,,
iss_0013564,2019-0234,https://www.judiciary.uk/prevention-of-future-death-reports/miriam-tighe/,2019-07-04,R. Galloway,Manchester South,A lack of communication between GPs and the psychiatrist led to unsafe prescribing of sedatives and antipsychotics.,,-1,,
iss_0013565,2019-0234,https://www.judiciary.uk/prevention-of-future-death-reports/miriam-tighe/,2019-07-04,R. Galloway,Manchester South,The home manager refused the resident's return to the care home due to a lack of specialist beds.,,-1,,
iss_0013566,2019-0225,https://www.judiciary.uk/prevention-of-future-death-reports/jennifer-witney/,2019-07-03,A. Cox,Cornwall and the Isles of Scilly,The 111 call handler failed to recognise a complex call and did not refer the patient to a clinician.,,-1,,
iss_0013567,2019-0225,https://www.judiciary.uk/prevention-of-future-death-reports/jennifer-witney/,2019-07-03,A. Cox,Cornwall and the Isles of Scilly,The 111 system lacks an automatic red flag feature for identified symptoms of sepsis.,,-1,,
iss_0013568,2019-0225,https://www.judiciary.uk/prevention-of-future-death-reports/jennifer-witney/,2019-07-03,A. Cox,Cornwall and the Isles of Scilly,The separation of 111 and out-of-hours GP services creates cumulative delays in patient care.,,-1,,
iss_0013569,2019-0226,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle/,2019-07-03,N. Persaud,London East,Occupational therapists lack sufficient training regarding available Telecare emergency equipment.,,-1,,
iss_0013570,2019-0226,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle/,2019-07-03,N. Persaud,London East,There is inadequate training for occupational therapists concerning the ordering process for emergency equipment.,,-1,,
iss_0013571,2019-0226,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle/,2019-07-03,N. Persaud,London East,Training fails to address compatibility between alarm systems and domestic telephone systems.,,-1,,
iss_0013572,2019-0226,https://www.judiciary.uk/prevention-of-future-death-reports/john-doyle/,2019-07-03,N. Persaud,London East,There is a lack of regular refresher training for staff regarding evolving technology.,,-1,,
iss_0013573,2019-0245,https://www.judiciary.uk/prevention-of-future-death-reports/peter-lawrence-2/,2019-07-01,Z. Siddique,Black Country,The care coordinator approach lacked the assertiveness and consistency required for patients with a history of disengagement.,,-1,,
iss_0013574,2019-0245,https://www.judiciary.uk/prevention-of-future-death-reports/peter-lawrence-2/,2019-07-01,Z. Siddique,Black Country,A Mental Health Act assessment was not conducted following the patient's recall to prison.,,-1,,
iss_0013575,2019-0245,https://www.judiciary.uk/prevention-of-future-death-reports/peter-lawrence-2/,2019-07-01,Z. Siddique,Black Country,Agencies placed excessive reliance on the mental health tribunal decision regarding discharge from sectioning.,,-1,,
iss_0013576,2019-0245,https://www.judiciary.uk/prevention-of-future-death-reports/peter-lawrence-2/,2019-07-01,Z. Siddique,Black Country,Follow-up engagement and monitoring of the patient became inadequate following his discharge.,,-1,,
iss_0013577,2019-0222,https://www.judiciary.uk/prevention-of-future-death-reports/ezra-boulton/,2019-07-01,S. Marsh,"Hampshire, Portsmouth and Southampton",A lack of continuity of care in antenatal appointments increases the risk of missing pregnancy abnormalities or risk factors.,,-1,,
iss_0013578,2019-0222,https://www.judiciary.uk/prevention-of-future-death-reports/ezra-boulton/,2019-07-01,S. Marsh,"Hampshire, Portsmouth and Southampton",Information regarding safe sleeping was not proactively provided to parents during antenatal or postnatal care.,,-1,,
iss_0013579,2019-0222,https://www.judiciary.uk/prevention-of-future-death-reports/ezra-boulton/,2019-07-01,S. Marsh,"Hampshire, Portsmouth and Southampton",The delay in the first health visitor appointment prevents early intervention and safety guidance.,,-1,,
iss_0013580,2019-0222,https://www.judiciary.uk/prevention-of-future-death-reports/ezra-boulton/,2019-07-01,S. Marsh,"Hampshire, Portsmouth and Southampton",Midwives are unaware of the legal implications regarding infant death caused by co-sleeping involving alcohol or drugs.,,-1,,
iss_0013581,2019-0228,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-mccall/,2019-07-01,A. Barkley,Staffordshire and Stoke-on-Trent,The clinic failed to independently verify the GP practice details provided by service users.,,-1,,
iss_0013582,2019-0228,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-mccall/,2019-07-01,A. Barkley,Staffordshire and Stoke-on-Trent,The GP was unaware of the patient's concurrent methadone prescription.,,-1,,
iss_0013583,2019-0228,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-mccall/,2019-07-01,A. Barkley,Staffordshire and Stoke-on-Trent,There is a lack of a robust system for GPs to verify opiate replacement therapy details.,,-1,,
iss_0013584,2019-0228,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-mccall/,2019-07-01,A. Barkley,Staffordshire and Stoke-on-Trent,"The absence of medication oversight creates a risk of prescribing potentially harmful, interacting drugs.",,-1,,
iss_0013585,2019-0224,https://www.judiciary.uk/prevention-of-future-death-reports/feni-lee/,2019-06-28,P. Barlow,London Inner South,The annual medication review process was not sufficiently thorough.,,-1,,
iss_0013586,2019-0224,https://www.judiciary.uk/prevention-of-future-death-reports/feni-lee/,2019-06-28,P. Barlow,London Inner South,The GP practice failed to verify the continued necessity of unlicensed medication following the cessation of specialist instructions.,,-1,,
iss_0013587,2019-0224,https://www.judiciary.uk/prevention-of-future-death-reports/feni-lee/,2019-06-28,P. Barlow,London Inner South,The medication review failed to identify that the patient had been lost to hospital follow-up.,,-1,,
iss_0013588,2019-0224,https://www.judiciary.uk/prevention-of-future-death-reports/feni-lee/,2019-06-28,P. Barlow,London Inner South,There is no effective system for redirecting post between GP practices located in the same building.,,-1,,
iss_0013589,2019-0223,https://www.judiciary.uk/prevention-of-future-death-reports/heather-birchall/,2019-06-28,D. Ridley,Wiltshire and Swindon,Healthcare professionals may lack sufficient information to make informed clinical decisions due to restrictions on accessing mental health records.,,-1,,
iss_0013590,2019-0223,https://www.judiciary.uk/prevention-of-future-death-reports/heather-birchall/,2019-06-28,D. Ridley,Wiltshire and Swindon,Confidentiality protocols may prevent the sharing of vital information between different healthcare services during out-of-hours assessments.,,-1,,
iss_0013591,2019-0223,https://www.judiciary.uk/prevention-of-future-death-reports/heather-birchall/,2019-06-28,D. Ridley,Wiltshire and Swindon,The withholding of information due to patient confidentiality may impede the ability of police and healthcare providers to safeguard life.,,-1,,
iss_0013592,2019-0223,https://www.judiciary.uk/prevention-of-future-death-reports/heather-birchall/,2019-06-28,D. Ridley,Wiltshire and Swindon,Communication barriers between healthcare practitioners and a patient's family regarding relevant medical history may increase the risk of self-harm and suicide.,,-1,,
iss_0013593,2019-0229,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-reid/,2019-06-28,E. Serrano,Derby and Derbyshire,The route marker board is easily obscured by large vehicles due to its location and scale.,,-1,,
iss_0013594,2019-0229,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-reid/,2019-06-28,E. Serrano,Derby and Derbyshire,The junction mouth markings are excessively worn and faint following recent resurfacing work.,,-1,,
iss_0013595,2019-0229,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-reid/,2019-06-28,E. Serrano,Derby and Derbyshire,The council failed to implement known improvements to signage despite being aware of the risk.,,-1,,
iss_0013597,2019-0211,https://www.judiciary.uk/prevention-of-future-death-reports/edir-da-costa/,2019-06-27,N. Persaud,London East,Not all police officers are up to date with mandatory emergency life support training.,,-1,,
iss_0013598,2019-0211,https://www.judiciary.uk/prevention-of-future-death-reports/edir-da-costa/,2019-06-27,N. Persaud,London East,Systems for supervisors to monitor mandatory training attendance are inadequate.,,-1,,
iss_0013599,2019-0211,https://www.judiciary.uk/prevention-of-future-death-reports/edir-da-costa/,2019-06-27,N. Persaud,London East,There is a lack of assurance regarding the appointment of a safety officer during street restraints.,,-1,,
iss_0013600,2019-0211,https://www.judiciary.uk/prevention-of-future-death-reports/edir-da-costa/,2019-06-27,N. Persaud,London East,Training does not sufficiently cover the risks of choking from swallowed plastic bags.,,-1,,
iss_0013601,2019-0211,https://www.judiciary.uk/prevention-of-future-death-reports/edir-da-costa/,2019-06-27,N. Persaud,London East,Guidance for using CS spray is insufficient when a person may have items in their mouth.,,-1,,
iss_0013602,2019-0211,https://www.judiciary.uk/prevention-of-future-death-reports/edir-da-costa/,2019-06-27,N. Persaud,London East,Officers lack adequate training in the recognition of agonal breaths.,,-1,,
iss_0013603,2019-0211,https://www.judiciary.uk/prevention-of-future-death-reports/edir-da-costa/,2019-06-27,N. Persaud,London East,High noise levels in the communications command centre cause errors in communicating information to the LAS.,,-1,,
iss_0013604,2019-0211,https://www.judiciary.uk/prevention-of-future-death-reports/edir-da-costa/,2019-06-27,N. Persaud,London East,The procedure for updating the LAS regarding life-threatening deterioration was not correctly followed.,,-1,,
iss_0013605,2019-0466,https://www.judiciary.uk/prevention-of-future-death-reports/frank-stockton/,2019-06-27,T. Holloway,Blackpool and Fylde,The clinical extent of recurring epistaxis was not identified or treated during the initial hospital admission.,,-1,,
iss_0013606,2019-0466,https://www.judiciary.uk/prevention-of-future-death-reports/frank-stockton/,2019-06-27,T. Holloway,Blackpool and Fylde,The risks of epistaxis contributing to death in patients on oxygen therapy and Warfarin may not be generally known amongst clinicians.,,-1,,
iss_0013607,2019-0466,https://www.judiciary.uk/prevention-of-future-death-reports/frank-stockton/,2019-06-27,T. Holloway,Blackpool and Fylde,The risk of death may not be avoided solely by maintaining a patient's Internationalised Normalised Ratio within the target range.,,-1,,
iss_0013608,2019-0466,https://www.judiciary.uk/prevention-of-future-death-reports/frank-stockton/,2019-06-27,T. Holloway,Blackpool and Fylde,Clinical practitioners failed to identify the significance of epistaxis recorded within the clinical records during inquest preparations.,,-1,,
iss_0013609,2019-0227,https://www.judiciary.uk/prevention-of-future-death-reports/macy-fletcher/,2019-06-27,J. Robertson,Manchester North,There is no national body to provide oversight and guidance to private landlords regarding safety regulation updates.,,-1,,
iss_0013610,2019-0227,https://www.judiciary.uk/prevention-of-future-death-reports/macy-fletcher/,2019-06-27,J. Robertson,Manchester North,Private landlords lack access to a central platform for sharing best practice regarding safety responsibilities.,,-1,,
iss_0013611,2019-0221,https://www.judiciary.uk/prevention-of-future-death-reports/darren-mcguin/,2019-06-26,S. Slater,Yorkshire South East,A delay occurred between finding the prisoner unresponsive and the commencement of CPR.,,-1,,
iss_0013613,2019-0221,https://www.judiciary.uk/prevention-of-future-death-reports/darren-mcguin/,2019-06-26,S. Slater,Yorkshire South East,The requirement for mandatory basic life support training for prison officers ceased.,,-1,,
iss_0013614,2019-0221,https://www.judiciary.uk/prevention-of-future-death-reports/darren-mcguin/,2019-06-26,S. Slater,Yorkshire South East,There is no effort to identify or provide retrospective training to staff appointed during the training gap.,,-1,,
iss_0013615,2019-0220,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-martin/,2019-06-26,A. Haigh,Staffordshire and Stoke-on-Trent,The nurses' station desk was positioned in a way that reduced visibility of the ward.,,-1,,
iss_0013616,2019-0218,https://www.judiciary.uk/prevention-of-future-death-reports/colin-cameron/,2019-06-26,K. Skerrett,Gloucestershire,Signallers lack instructions on how to verify information provided by crossing users.,,-1,,
iss_0013617,2019-0218,https://www.judiciary.uk/prevention-of-future-death-reports/colin-cameron/,2019-06-26,K. Skerrett,Gloucestershire,Authorities have not sufficiently considered the permanent closure of the crossing.,,-1,,
iss_0013618,2019-0212,https://www.judiciary.uk/prevention-of-future-death-reports/charles-knapp/,2019-06-26,A. Crawford,Surrey,Carers failed to maintain personal hygiene and regularly reposition the deceased.,,-1,,
iss_0013619,2019-0212,https://www.judiciary.uk/prevention-of-future-death-reports/charles-knapp/,2019-06-26,A. Crawford,Surrey,Carers failed to seek medical attention for necrotic pressure sores.,,-1,,
iss_0013620,2019-0212,https://www.judiciary.uk/prevention-of-future-death-reports/charles-knapp/,2019-06-26,A. Crawford,Surrey,The care provider failed to provide the required number of carers for safe movement.,,-1,,
iss_0013621,2019-0212,https://www.judiciary.uk/prevention-of-future-death-reports/charles-knapp/,2019-06-26,A. Crawford,Surrey,The care provider failed to provide complete care records to the court.,,-1,,
iss_0013622,2019-0212,https://www.judiciary.uk/prevention-of-future-death-reports/charles-knapp/,2019-06-26,A. Crawford,Surrey,The care provider failed to provide identifying details for the primary carer.,,-1,,
iss_0013623,2019-0212,https://www.judiciary.uk/prevention-of-future-death-reports/charles-knapp/,2019-06-26,A. Crawford,Surrey,The care provider maintains a risk of providing inadequate care and poor record-keeping.,,-1,,
iss_0013624,2019-0208,https://www.judiciary.uk/prevention-of-future-death-reports/james-delaney/,2019-06-25,J. Lake,Norfolk,Staff are not provided with regular time to refresh their knowledge of service user documents and policies.,,-1,,
iss_0013625,2019-0208,https://www.judiciary.uk/prevention-of-future-death-reports/james-delaney/,2019-06-25,J. Lake,Norfolk,Medication refusal procedures are inconsistent across different care homes within the organisation.,,-1,,
iss_0013626,2019-0208,https://www.judiciary.uk/prevention-of-future-death-reports/james-delaney/,2019-06-25,J. Lake,Norfolk,Reliance on email communications for procedural changes creates a risk of staff confusion during transfers or new appointments.,,-1,,
iss_0013627,2019-0210,https://www.judiciary.uk/prevention-of-future-death-reports/robert-cobbina/,2019-06-25,X. Mooyaart,London Inner South,Emergency control room operators failed to prompt callers to request the coastguard or waterborne assistance for a person in the river.,,-1,,
iss_0013628,2019-0210,https://www.judiciary.uk/prevention-of-future-death-reports/robert-cobbina/,2019-06-25,X. Mooyaart,London Inner South,Callers were not prompted to use existing riverfront signage to provide precise location references for emergency services.,,-1,,
iss_0013629,2019-0210,https://www.judiciary.uk/prevention-of-future-death-reports/robert-cobbina/,2019-06-25,X. Mooyaart,London Inner South,There is a risk that emergency calls involving persons in water are not sufficiently interrogated or appropriately triaged.,,-1,,
iss_0013630,2019-0214,https://www.judiciary.uk/prevention-of-future-death-reports/lewis-doyle/,2019-06-24,A. Rebello,Liverpool and the Wirral,"Discharge letters were not sent to all current medical attendants across primary, secondary, and tertiary care.",,-1,,
iss_0013631,2019-0214,https://www.judiciary.uk/prevention-of-future-death-reports/lewis-doyle/,2019-06-24,A. Rebello,Liverpool and the Wirral,Information regarding suspended or stopped medication was not communicated to the original prescribers.,,-1,,
iss_0013632,2019-0213,https://www.judiciary.uk/prevention-of-future-death-reports/priscilla-tropp/,2019-06-24,A. Walker,London North,The station lacks step-free access to the platforms.,,-1,,
iss_0013633,2019-0213,https://www.judiciary.uk/prevention-of-future-death-reports/priscilla-tropp/,2019-06-24,A. Walker,London North,There is no formal plan or flowchart for managing medical emergencies at the station.,,-1,,
iss_0013634,2019-0213,https://www.judiciary.uk/prevention-of-future-death-reports/priscilla-tropp/,2019-06-24,A. Walker,London North,Staff failed to implement passenger diversions following the incident.,,-1,,
iss_0013636,2019-0215,https://www.judiciary.uk/prevention-of-future-death-reports/ryan-trimmer/,2019-06-21,J. Healy-Pratt,East Sussex,The ACCT process was ineffective.,,-1,,
iss_0013637,2019-0215,https://www.judiciary.uk/prevention-of-future-death-reports/ryan-trimmer/,2019-06-21,J. Healy-Pratt,East Sussex,ACCT reviews were inadequate.,,-1,,
iss_0013639,2019-0215,https://www.judiciary.uk/prevention-of-future-death-reports/ryan-trimmer/,2019-06-21,J. Healy-Pratt,East Sussex,There is a lack of refresher training for frontline prison staff.,,-1,,
iss_0013640,2019-0216,https://www.judiciary.uk/prevention-of-future-death-reports/geoff-gray/,2019-06-20,P. Rook,Surrey,There is no specific guidance for pathologists to prioritise the nature of post-mortem examinations in firearms deaths.,,-1,,
iss_0013641,2019-0216,https://www.judiciary.uk/prevention-of-future-death-reports/geoff-gray/,2019-06-20,P. Rook,Surrey,Cursory post-mortem investigations based on assumptions of suicide create a risk that homicides will go undetected.,,-1,,
iss_0013642,2019-0216,https://www.judiciary.uk/prevention-of-future-death-reports/geoff-gray/,2019-06-20,P. Rook,Surrey,The lack of enhanced forensic examinations in sudden gunshot deaths prevents the proper testing of suicide assumptions.,,-1,,
iss_0013643,2019-0203,https://www.judiciary.uk/prevention-of-future-death-reports/michael-cox/,2019-06-20,A. Cox,Cornwall and the Isles of Scilly,There is a shortage of suitable residential placements for individuals with complex mental health histories.,,-1,,
iss_0013644,2019-0203,https://www.judiciary.uk/prevention-of-future-death-reports/michael-cox/,2019-06-20,A. Cox,Cornwall and the Isles of Scilly,Care home staff lacked the necessary qualifications and experience to manage clients with substance misuse issues.,,-1,,
iss_0013645,2019-0203,https://www.judiciary.uk/prevention-of-future-death-reports/michael-cox/,2019-06-20,A. Cox,Cornwall and the Isles of Scilly,Limited resources cause persistent difficulties for social workers in securing appropriate care placements.,,-1,,
iss_0013646,2019-0202,https://www.judiciary.uk/prevention-of-future-death-reports/james-francis/,2019-06-19,K. Harrold,East Sussex,The effectiveness of shift handover meetings was insufficient to communicate vital information regarding required observations.,,-1,,
iss_0013647,2019-0202,https://www.judiciary.uk/prevention-of-future-death-reports/james-francis/,2019-06-19,K. Harrold,East Sussex,The shift handover form lacked adequate guidance or methods to highlight specific concerns or increased observation requirements.,,-1,,
iss_0013648,2019-0202,https://www.judiciary.uk/prevention-of-future-death-reports/james-francis/,2019-06-19,K. Harrold,East Sussex,Staff failed to seek out-of-hours medical advice following multiple episodes of vomiting.,,-1,,
iss_0013649,2019-0202,https://www.judiciary.uk/prevention-of-future-death-reports/james-francis/,2019-06-19,K. Harrold,East Sussex,A significant delay occurred in requesting a GP visit despite the resident's deteriorating condition.,,-1,,
iss_0013650,2019-0202,https://www.judiciary.uk/prevention-of-future-death-reports/james-francis/,2019-06-19,K. Harrold,East Sussex,Staff failed to utilise the NHS 111 service for medical advice during the period of deterioration.,,-1,,
iss_0013651,2019-0202,https://www.judiciary.uk/prevention-of-future-death-reports/james-francis/,2019-06-19,K. Harrold,East Sussex,The information provided to the GP surgery failed to sufficiently stress the resident's history and clinical deterioration.,,-1,,
iss_0013652,2019-0202,https://www.judiciary.uk/prevention-of-future-death-reports/james-francis/,2019-06-19,K. Harrold,East Sussex,Care home staff were unable to provide essential medical history and medication details to paramedics upon their arrival.,,-1,,
